order_id,tanggal_pembelian,nama_pelanggan,kota,produk,merek,harga_satuan,jumlah,total_harga,metode_pembayaran,rating,status_pengiriman
ORD00203,2025-06-26,"Taufik Nurdiyanti, S.Psi",Malang,Redmi Note 12,Xiaomi,15542345,2,31084690,COD,3,Dalam Pengiriman
ORD00204,2025-01-31,,JAMBI,Galaxy A14,SAMSUNG,15965299,2,31930598,COD,4,Terkirim
ORD00205,05-16-2025,"Sutan Manah Permata, M.Kom.",Kendari,Galaxy S23,Samsung,5131304,2,10262608,COD,4,Terkirim
ORD00206,2025-07-08,Puti Anastasia Dongoran,,iPhone 14 Pro,Apple,9443827,2,18887654,Kartu Kredit,2,Dalam Pengiriman
ORD00207,2025-07-02,Ir. Intan Budiyanto,Balikpapan,Poco X5,Xiaomi,9263873,2,18527746,E-Wallet,4,Terkirim
ORD00208,2025/02/10,Prayitna Widiastuti,Ambon,Galaxy A14,Samsung,15965299,3,47895897,Kartu Kredit,,Terkirim
ORD00209,2025-07-10,Adinata Hutapea,SUNGAI PENUH,OPPO Reno10,OPPO,16139773,3,48419319,E-Wallet,4,Terkirim
ORD00210,2025-04-11,"Pia Hutapea, M.M.",tomohon,OPPO A57,oppo,13851031,1,13851031,Transfer Bank,,Terkirim
ORD00211,2025-04-06,KH. Wardi Winarno,pekalongan,OPPO A57,oppo,13851031,3,41553093,COD,3,Terkirim
ORD00212,05-29-2025,Rudi Gunawan,Cimahi,Galaxy S23,Samsung,5131304,3,15393912,Kartu Kredit,2,Dalam Pengiriman
ORD00213,2025-06-27,"Ibrahim Prasetya, S.E.",Yogyakarta,Realme C55,Realme,99999999,,6183710,Kartu Kredit,5,Terkirim
ORD00214,2025/03/10,Citra Kusmawati,Pekalongan,Redmi Note 12,,15542345,2,31084690,Transfer Bank,4,Terkirim
ORD00215,2025-06-19,Cut Oliva Firgantoro,Bontang,iPhone 14 Pro,Apple,9443827,2,18887654,Transfer Bank,2,Dalam Pengiriman
ORD00216,2025/06/13,"Timbul Marpaung, S.Pt",Magelang,Realme 11 Pro,Realme,1743334,3,5230002,Transfer Bank,5,Terkirim
,2025-05-21,"Dewi Adriansyah, S.E.I",Palangkaraya,OPPO A57,OPPO,13851031,2,27702062,E-Wallet,2,Terkirim
ORD00218,2025-04-17,,Padangpanjang,Galaxy S23,Samsung,5131304,2,10262608,COD,4,Terkirim
ORD00219,2025-03-15,Kasiyah Lailasari,BINJAI,Poco X5,XIAOMI,9263873,3,,COD,5,Dalam Pengiriman
ORD00220,2025-02-07,Ami Novitasari,Magelang,Galaxy S23,,5131304,1,5131304,E-Wallet,3,Terkirim
ORD00221,2025-07-18,Taufan Situmorang,TEBINGTINGGI,Poco X5,XIAOMI,9263873,2,18527746,E-Wallet,2,Terkirim
ORD00222,2025-03-08,Gandi Sihombing,malang,OPPO Reno10,oppo,,2,32279546,COD,2,Terkirim
ORD00223,2025-07-09,"Ulva Suwarno, S.H.",Ambon,Galaxy A14,Samsung,15965299,3,47895897,E-Wallet,3,Terkirim
ORD00224,04-26-2025,Mursita Megantara,Sukabumi,OPPO A57,OPPO,13851031,1,13851031,Transfer Bank,2,Terkirim
ORD00225,2025-07-20,"Hj. Queen Yuniar, S.Psi",ternate,Redmi Note 12,xiaomi,15542345,2,31084690,COD,4,Terkirim
ORD00226,2025-07-14,,Subulussalam,iPhone 14 Pro,Apple,9443827,3,28331481,E-Wallet,2,Terkirim
ORD00227,2025/05/03,Janet Iswahyudi,Parepare,OPPO A57,OPPO,13851031,1,13851031,E-Wallet,4,Terkirim
ORD00228,03-07-2025,Catur Mustofa,Pekalongan,Poco X5,Xiaomi,9263873,2,18527746,COD,5,Terkirim
ORD00229,2025/07/15,Aslijan Maryadi,Solok,Redmi Note 12,Xiaomi,15542345,1,,E-Wallet,5,Terkirim
,2025/02/27,Capa Hassanah,Lubuklinggau,Redmi Note 12,Xiaomi,15542345,1,15542345,Transfer Bank,4,Terkirim
ORD00231,2025-03-15,Prabowo Firgantoro,Pangkalpinang,Realme C55,Realme,6183710,2,12367420,Kartu Kredit,3,Dalam Pengiriman
ORD00232,,Okta Kuswandari,PALU,iPhone 14 Pro,APPLE,9443827,1,9443827,Kartu Kredit,4,Dalam Pengiriman
ORD00233,2025-05-27,"Puti Mutia Saptono, S.Kom",Batu,OPPO A57,,13851031,3,41553093,E-Wallet,4,Dalam Pengiriman
ORD00234,2025-02-19,Ifa Tarihoran,PAYAKUMBUH,Realme 11 Pro,REALME,1743334,1,1743334,Transfer Bank,4,Dalam Pengiriman
ORD00235,2025-05-17,Gadang Prastuti,Binjai,Galaxy A14,Samsung,15965299,2,31930598,E-Wallet,2,Terkirim
ORD00236,2025-06-16,Wulan Halimah,Tomohon,iPhone 13,Apple,11425080,1,11425080,Kartu Kredit,5,Terkirim
ORD00237,,"Sutan Cemeti Gunawan, S.T.",MAGELANG,Vivo V29,VIVO,8682500,1,8682500,Transfer Bank,4,Terkirim
ORD00238,,Ir. Vivi Marpaung,BLITAR,Realme 11 Pro,REALME,1743334,3,5230002,COD,3,Terkirim
ORD00239,2025-04-27,Mutia Nurdiyanti,Kota Administrasi Jakarta Pusat,iPhone 14 Pro,Apple,9443827,1,9443827,Kartu Kredit,3,Terkirim
ORD00240,2025-05-25,Drs. Patricia Farida,DENPASAR,Redmi Note 12,XIAOMI,15542345,2,31084690,E-Wallet,4,Terkirim
ORD00241,2025-03-14,Lanang Halim,PALANGKARAYA,Realme C55,REALME,6183710,1,6183710,E-Wallet,,Gagal
ORD00242,2025/05/28,dr. Ibrani Budiyanto,Mojokerto,Redmi Note 12,Xiaomi,15542345,3,46627035,E-Wallet,4,Terkirim
ORD00243,2025/02/26,Cut Ade Wulandari,ternate,Realme C55,realme,6183710,1,6183710,Transfer Bank,5,Gagal
ORD00244,,Karja Anggriawan,sibolga,iPhone 14 Pro,apple,9443827,3,28331481,COD,1,Terkirim
ORD00245,2025-07-19,"Rini Saptono, M.Ak",PALEMBANG,Vivo V29,VIVO,8682500,3,26047500,E-Wallet,4,
ORD00246,2025/02/13,Dinda Wulandari,Malang,Realme 11 Pro,Realme,1743334,1,1743334,Kartu Kredit,4,Gagal
ORD00247,2025-07-23,"Maimunah Prasetyo, M.Farm",Batu,Realme C55,Realme,6183710,,18551130,Transfer Bank,1,Terkirim
ORD00248,2025/03/05,Hartaka Safitri,PALEMBANG,Realme C55,REALME,,3,18551130,COD,3,Terkirim
ORD00249,05-01-2025,"R.A. Vivi Saragih, S.Farm",Kota Administrasi Jakarta Pusat,Vivo Y27,,13747665,1,13747665,Transfer Bank,5,Dalam Pengiriman
ORD00250,2025/04/21,"Tgk. Zaenab Yuniar, S.T.",Sungai Penuh,Realme 11 Pro,,1743334,2,3486668,Kartu Kredit,2,Dalam Pengiriman
ORD00251,2025-06-30,Hasna Palastri,Tebingtinggi,Vivo V29,Vivo,8682500,3,26047500,E-Wallet,4,Terkirim
ORD00252,2025-02-21,Estiawan Oktaviani,Subulussalam,Redmi Note 12,Xiaomi,15542345,3,46627035,E-Wallet,3,Terkirim
ORD00253,2025-06-12,Martani Fujiati,Bandar Lampung,Realme C55,Realme,6183710,3,18551130,COD,1,Gagal
ORD00254,2025-06-19,Puput Kusmawati,Bandar Lampung,Vivo Y27,Vivo,13747665,1,,COD,3,Terkirim
ORD00255,2025-04-02,Himawan Laksmiwati,sibolga,Vivo Y27,vivo,13747665,2,27495330,Kartu Kredit,5,Dalam Pengiriman
ORD00256,05-04-2025,"drg. Olivia Ramadan, M.Ak",Solok,iPhone 13,Apple,11425080,1,11425080,Transfer Bank,5,Terkirim
ORD00257,2025-05-13,Tgk. Kemba Prabowo,Kupang,iPhone 13,Apple,11425080,2,22850160,Transfer Bank,5,Terkirim
ORD00258,2025-07-05,R.A. Puji Nashiruddin,Sibolga,iPhone 13,Apple,99999999,2,22850160,Kartu Kredit,4,Terkirim
ORD00259,07-10-2025,Zamira Pratama,Cimahi,OPPO Reno10,OPPO,16139773,2,32279546,Kartu Kredit,2,Terkirim
ORD00260,05-13-2025,Ira Usada,BONTANG,Redmi Note 12,XIAOMI,15542345,3,46627035,E-Wallet,,Dalam Pengiriman
ORD00261,2025-07-21,Tgk. Gandewa Agustina,batam,Vivo Y27,vivo,13747665,2,27495330,COD,4,Terkirim
ORD00262,2025-07-03,"Tgk. Fitria Wacana, S.IP",PANGKALPINANG,OPPO Reno10,OPPO,16139773,2,32279546,E-Wallet,5,Terkirim
ORD00263,2025-03-21,Tania Mardhiyah,Sibolga,OPPO A57,OPPO,13851031,3,,E-Wallet,2,Terkirim
ORD00264,2025-07-03,Sabrina Farida,Pematangsiantar,iPhone 13,Apple,11425080,1,11425080,Transfer Bank,4,Terkirim
ORD00265,05-08-2025,Lala Wijaya,Kotamobagu,Redmi Note 12,Xiaomi,15542345,1,15542345,E-Wallet,3,Terkirim
ORD00266,2025/04/07,"Lembah Rajasa, S.Kom",bandung,Realme 11 Pro,realme,1,1,1743334,COD,3,Gagal
ORD00267,2025/05/10,Ira Laksmiwati,sukabumi,Vivo Y27,vivo,500000000,2,27495330,COD,4,
ORD00268,05-23-2025,Tgk. Jail Namaga,Gorontalo,OPPO Reno10,OPPO,16139773,1,16139773,Transfer Bank,4,Terkirim
ORD00269,04-15-2025,Hani Permadi,Blitar,Redmi Note 12,Xiaomi,15542345,1,15542345,E-Wallet,3,Terkirim
ORD00270,2025-06-03,Ir. Vinsen Utama,Sorong,Redmi Note 12,Xiaomi,15542345,3,46627035,Kartu Kredit,3,Terkirim
ORD00271,05-27-2025,Banawa Nababan,KOTA ADMINISTRASI JAKARTA SELATAN,Vivo V29,VIVO,500000000,1,8682500,COD,4,Terkirim
ORD00272,,Cut Nilam Thamrin,KOTA ADMINISTRASI JAKARTA TIMUR,Realme C55,REALME,6183710,1,6183710,Transfer Bank,5,Terkirim
ORD00273,2025-04-27,Nasim Utama,Tebingtinggi,Galaxy S23,Samsung,5131304,2,10262608,Transfer Bank,5,Terkirim
ORD00274,2025-03-02,Nasim Budiman,Jambi,OPPO A57,OPPO,13851031,1,13851031,COD,5,Terkirim
ORD00275,2025-05-07,Ani Siregar,KOTA ADMINISTRASI JAKARTA PUSAT,Galaxy S23,SAMSUNG,5131304,2,10262608,,5,Terkirim
ORD00276,2025-06-10,Lurhur Kusumo,BIMA,OPPO Reno10,OPPO,16139773,3,48419319,COD,3,Terkirim
ORD00277,2025-06-05,Tgk. Damar Yuliarti,Tangerang,Redmi Note 12,Xiaomi,15542345,3,46627035,E-Wallet,4,Terkirim
ORD00278,2025-07-11,Rachel Rahayu,KENDARI,Galaxy A14,SAMSUNG,15965299,3,47895897,E-Wallet,4,Terkirim
ORD00279,2025-02-10,Zizi Pratama,Binjai,OPPO Reno10,OPPO,16139773,3,48419319,Kartu Kredit,3,Terkirim
ORD00280,2025/07/22,,Depok,iPhone 13,Apple,11425080,1,11425080,Kartu Kredit,5,Terkirim
ORD00281,2025-04-12,Sakti Wibisono,Singkawang,Redmi Note 12,Xiaomi,15542345,2,31084690,E-Wallet,1,Terkirim
ORD00282,2025-05-27,"Tgk. Sakura Agustina, S.T.",Purwokerto,Vivo Y27,Vivo,13747665,3,41242995,COD,5,Terkirim
ORD00283,2025/07/21,Hesti Wijaya,kota administrasi jakarta utara,iPhone 13,apple,11425080,1,,Kartu Kredit,4,Dalam Pengiriman
ORD00284,02-17-2025,KH. Gadang Rajasa,Subulussalam,Galaxy S23,Samsung,5131304,1,,Kartu Kredit,4,Terkirim
ORD00285,2025-01-29,Malik Siregar,Serang,Realme C55,Realme,6183710,2,12367420,E-Wallet,4,Gagal
ORD00286,2025-07-11,R.M. Dagel Nugroho,pematangsiantar,iPhone 13,apple,,1,11425080,Transfer Bank,5,Terkirim
ORD00287,2025-02-01,Unjani Natsir,jambi,OPPO Reno10,oppo,16139773,2,32279546,Kartu Kredit,4,Terkirim
ORD00288,2025/02/01,Naradi Pertiwi,bekasi,Poco X5,xiaomi,9263873,3,27791619,Transfer Bank,4,Terkirim
ORD00289,04-11-2025,Yoga Hartati,Tangerang Selatan,iPhone 14 Pro,Apple,9443827,2,,COD,2,Terkirim
ORD00290,2025-01-27,"Ir. Legawa Pratama, S.Psi",BITUNG,Redmi Note 12,XIAOMI,15542345,3,46627035,E-Wallet,4,Terkirim
ORD00291,2025/05/29,Salimah Budiman,bandung,Realme C55,realme,6183710,,12367420,E-Wallet,3,Terkirim
ORD00292,,"Tgk. Nilam Saputra, S.Farm",madiun,Realme C55,realme,6183710,1,6183710,Transfer Bank,4,Terkirim
ORD00293,04-15-2025,Enteng Siregar,kendari,Realme 11 Pro,realme,1743334,3,5230002,Transfer Bank,4,Terkirim
ORD00294,2025-03-15,Satya Sihombing,Tomohon,iPhone 13,Apple,11425080,2,22850160,COD,4,Terkirim
ORD00295,2025/04/10,Jono Iswahyudi,bau-bau,Galaxy S23,samsung,5131304,2,10262608,COD,1,Terkirim
ORD00296,2025-01-31,"R.A. Safina Nababan, S.Farm",Banjarbaru,Realme 11 Pro,Realme,1743334,2,3486668,Transfer Bank,2,Terkirim
ORD00297,2025-06-18,"Ir. Mariadi Kurniawan, M.TI.",bima,Redmi Note 12,xiaomi,15542345,1,15542345,COD,4,Terkirim
ORD00298,2025-07-18,,PEKALONGAN,Galaxy A14,SAMSUNG,1,3,47895897,Transfer Bank,2,Terkirim
ORD00299,2025/03/01,Gada Mardhiyah,sabang,Galaxy S23,samsung,5131304,,15393912,COD,2,Terkirim
ORD00300,02-01-2025,Lutfan Sudiati,tegal,OPPO A57,oppo,13851031,3,41553093,COD,1,Terkirim
ORD00301,2025-05-15,Darmaji Budiman,Makassar,Redmi Note 12,Xiaomi,15542345,3,46627035,Transfer Bank,,Terkirim
ORD00302,06-25-2025,Emil Wahyuni,Blitar,Galaxy S23,Samsung,5131304,3,15393912,E-Wallet,4,Terkirim
ORD00303,02-28-2025,R.A. Iriana Kusmawati,Surabaya,iPhone 13,Apple,11425080,2,22850160,Transfer Bank,3,Terkirim
ORD00304,2025/03/22,Kuncara Rahmawati,PASURUAN,OPPO Reno10,OPPO,16139773,2,32279546,Transfer Bank,3,Terkirim
ORD00305,07-05-2025,Ir. Ian Prakasa,Surabaya,OPPO A57,OPPO,13851031,2,27702062,E-Wallet,3,Terkirim
ORD00306,2025-03-29,Sakura Hasanah,Pekalongan,iPhone 13,Apple,11425080,1,,Transfer Bank,5,Terkirim
ORD00307,2025-07-11,Mutia Purwanti,MANADO,Vivo V29,VIVO,8682500,2,17365000,Kartu Kredit,4,Terkirim
ORD00308,2025-04-10,,Palembang,Vivo Y27,Vivo,13747665,1,13747665,Transfer Bank,3,Terkirim
ORD00309,2025-03-08,Viktor Oktaviani,pangkalpinang,iPhone 13,apple,500000000,,34275240,COD,3,Terkirim
ORD00310,07-03-2025,"Ir. Kadir Wibowo, S.Sos",SABANG,OPPO A57,OPPO,13851031,3,,E-Wallet,2,Terkirim
ORD00311,2025-05-23,Vicky Usada,KEDIRI,Vivo V29,VIVO,8682500,3,26047500,,4,Terkirim
ORD00312,2025-02-17,"Ifa Siregar, S.Gz",,OPPO Reno10,OPPO,16139773,3,48419319,COD,5,Terkirim
ORD00313,2025/07/07,Salwa Tamba,bengkulu,,apple,99999999,1,11425080,Transfer Bank,3,Terkirim
ORD00314,2025-03-22,Adinata Tarihoran,Sibolga,Galaxy A14,Samsung,15965299,3,47895897,Kartu Kredit,1,Dalam Pengiriman
ORD00315,05-12-2025,"Cut Elma Susanti, S.Sos",Binjai,iPhone 14 Pro,Apple,9443827,2,18887654,E-Wallet,2,Terkirim
ORD00316,2025-03-12,"Hj. Samiah Situmorang, S.Kom",Madiun,,Realme,6183710,3,18551130,Kartu Kredit,5,Terkirim
ORD00317,2025/02/11,Maya Oktaviani,BANJARBARU,Galaxy S23,SAMSUNG,5131304,2,10262608,E-Wallet,3,Terkirim
ORD00318,2025-06-12,Asirwanda Winarno,Mojokerto,Realme C55,Realme,6183710,1,6183710,Transfer Bank,5,Dalam Pengiriman
ORD00319,2025-06-02,Kunthara Melani,samarinda,OPPO Reno10,oppo,16139773,3,48419319,COD,4,Terkirim
ORD00320,2025-05-09,Rika Hutagalung,Salatiga,Galaxy A14,Samsung,15965299,2,31930598,COD,3,Terkirim
ORD00321,2025-05-02,Kayla Prasetya,Bukittinggi,Vivo V29,Vivo,8682500,2,17365000,Transfer Bank,,Terkirim
ORD00322,05-01-2025,Hafshah Hassanah,denpasar,OPPO A57,oppo,13851031,3,41553093,COD,2,Terkirim
ORD00323,2025-02-17,Shania Iswahyudi,KEDIRI,,REALME,1743334,3,5230002,COD,4,Terkirim
ORD00324,2025-03-21,Clara Utama,singkawang,Redmi Note 12,xiaomi,15542345,1,15542345,COD,5,Terkirim
ORD00325,2025-06-12,drg. Maryadi Iswahyudi,magelang,Vivo V29,vivo,8682500,3,26047500,E-Wallet,4,Terkirim
ORD00326,2025-03-23,Ilsa Safitri,probolinggo,Realme 11 Pro,realme,1743334,1,1743334,E-Wallet,4,Terkirim
ORD00327,2025-07-25,"Ikin Mustofa, S.Pd",Pematangsiantar,Realme C55,Realme,6183710,3,18551130,Transfer Bank,1,Terkirim
ORD00328,2025-06-30,"Kenes Suwarno, S.E.",,OPPO A57,oppo,13851031,2,27702062,Kartu Kredit,5,Terkirim
ORD00329,2025-07-24,Hartaka Mahendra,sungai penuh,Vivo V29,vivo,8682500,3,26047500,Transfer Bank,5,Terkirim
ORD00330,2025/02/08,KH. Liman Riyanti,Cilegon,Galaxy A14,Samsung,15965299,1,15965299,Transfer Bank,3,Terkirim
ORD00331,04-23-2025,"Dr. Yunita Siregar, S.T.",Kupang,,Xiaomi,9263873,2,18527746,Transfer Bank,5,Terkirim
ORD00332,02-23-2025,Dacin Budiman,kota administrasi jakarta utara,OPPO A57,oppo,13851031,2,27702062,Kartu Kredit,4,Dalam Pengiriman
ORD00333,2025-04-22,Rahayu Usada,padang,OPPO Reno10,oppo,16139773,3,48419319,COD,4,Dalam Pengiriman
ORD00334,2025/01/24,Digdaya Manullang,prabumulih,OPPO Reno10,oppo,16139773,3,48419319,COD,4,
ORD00335,2025-07-15,drg. Prayitna Maulana,Tarakan,OPPO A57,OPPO,13851031,3,41553093,E-Wallet,5,Terkirim
ORD00336,04-30-2025,drg. Ilsa Jailani,Jambi,iPhone 13,Apple,11425080,3,,Transfer Bank,4,Terkirim
ORD00337,2025-01-28,Amelia Waskita,,Galaxy S23,Samsung,5131304,3,15393912,COD,2,Terkirim
ORD00338,2025/03/10,"Tgk. Wulan Suwarno, M.Pd",Banda Aceh,,Apple,11425080,3,34275240,COD,3,Terkirim
ORD00339,2025-03-23,R. Gandi Nurdiyanti,Dumai,Realme 11 Pro,Realme,1743334,2,3486668,Transfer Bank,5,Terkirim
ORD00340,2025/02/24,Eva Firgantoro,YOGYAKARTA,Galaxy A14,SAMSUNG,15965299,2,31930598,Kartu Kredit,3,Terkirim
ORD00341,2025/06/12,"Agus Namaga, S.IP",Bontang,iPhone 13,Apple,11425080,1,11425080,E-Wallet,3,Dalam Pengiriman
ORD00342,2025/05/25,"Nova Halim, S.H.",Tomohon,Galaxy A14,Samsung,15965299,1,15965299,Transfer Bank,4,Terkirim
ORD00343,2025/06/05,,PADANG SIDEMPUAN,iPhone 14 Pro,APPLE,9443827,1,9443827,COD,4,Terkirim
ORD00344,2025-05-31,Aswani Aryani,Sabang,Poco X5,Xiaomi,9263873,2,18527746,E-Wallet,4,Terkirim
ORD00345,2025-06-05,Putri Yolanda,BANJARMASIN,Vivo Y27,VIVO,13747665,2,27495330,Kartu Kredit,5,Dalam Pengiriman
ORD00346,2025-07-16,Paulin Haryanti,Cilegon,Vivo Y27,Vivo,99999999,3,41242995,E-Wallet,,Terkirim
ORD00347,2025-04-04,Dt. Galih Pertiwi,parepare,Realme 11 Pro,realme,1743334,2,,Kartu Kredit,2,Terkirim
ORD00348,2025-01-26,Usyi Sirait,Kota Administrasi Jakarta Selatan,Galaxy S23,Samsung,5131304,3,15393912,E-Wallet,3,Dalam Pengiriman
ORD00349,2025/02/27,Kezia Novitasari,jambi,Galaxy S23,,5131304,3,15393912,Transfer Bank,5,Terkirim
ORD00350,2025/03/14,Tgk. Mala Salahudin,Bogor,OPPO A57,OPPO,13851031,1,13851031,Kartu Kredit,4,Dalam Pengiriman
ORD00351,2025/01/24,Titi Sitompul,CIREBON,iPhone 13,APPLE,11425080,3,34275240,Transfer Bank,3,Terkirim
ORD00352,2025-07-16,Prabu Sihotang,TASIKMALAYA,Vivo Y27,VIVO,13747665,2,27495330,E-Wallet,5,Terkirim
ORD00353,2025-03-03,Endra Hutapea,bengkulu,OPPO A57,oppo,13851031,2,27702062,Transfer Bank,5,Terkirim
ORD00354,2025/02/03,Rangga Hartati,PAYAKUMBUH,iPhone 14 Pro,APPLE,9443827,2,18887654,Kartu Kredit,,Terkirim
ORD00355,2025/03/20,Vera Hardiansyah,TOMOHON,Galaxy A14,SAMSUNG,15965299,1,15965299,E-Wallet,5,Terkirim
,2025/03/01,Elma Hardiansyah,cirebon,Redmi Note 12,xiaomi,15542345,3,46627035,Transfer Bank,3,Terkirim
ORD00357,2025/05/15,dr. Rahmi Maulana,Serang,OPPO Reno10,OPPO,16139773,2,32279546,COD,5,Terkirim
ORD00358,2025-03-07,"H. Slamet Anggriawan, M.Ak",Kota Administrasi Jakarta Pusat,iPhone 13,Apple,11425080,3,34275240,COD,4,Terkirim
ORD00359,,Ian Nababan,KENDARI,Realme C55,REALME,6183710,2,12367420,Kartu Kredit,5,Dalam Pengiriman
ORD00360,04-27-2025,"Hana Firmansyah, S.Kom",Bima,Vivo Y27,Vivo,1,3,41242995,COD,4,Terkirim
ORD00361,2025-02-20,Gina Kusumo,Banjarmasin,iPhone 13,Apple,11425080,1,,E-Wallet,5,Terkirim
ORD00362,2025-03-24,Prabawa Ardianto,samarinda,Galaxy S23,samsung,5131304,1,5131304,Transfer Bank,4,Terkirim
ORD00363,2025-04-29,Opan Tamba,Mojokerto,iPhone 13,Apple,11425080,2,22850160,Transfer Bank,3,Terkirim
ORD00364,2025/06/15,Cemplunk Rahmawati,sukabumi,OPPO A57,oppo,13851031,3,41553093,Transfer Bank,4,Terkirim
ORD00365,2025-06-22,Violet Wibisono,Dumai,OPPO A57,OPPO,13851031,3,41553093,E-Wallet,,Dalam Pengiriman
ORD00366,2025-06-04,Ajimat Andriani,PASURUAN,Redmi Note 12,XIAOMI,15542345,2,31084690,COD,5,Terkirim
ORD00367,2025-06-04,Ami Situmorang,Bandar Lampung,Vivo Y27,Vivo,1,2,27495330,E-Wallet,1,Terkirim
,2025-01-26,T. Jagaraga Setiawan,SERANG,Poco X5,XIAOMI,9263873,1,9263873,E-Wallet,3,Dalam Pengiriman
ORD00369,02-23-2025,Nasab Maryadi,Kotamobagu,Vivo V29,Vivo,8682500,1,8682500,E-Wallet,2,Terkirim
ORD00370,2025-03-05,"H. Daryani Waluyo, S.T.",Pekalongan,iPhone 14 Pro,Apple,9443827,3,28331481,E-Wallet,4,Terkirim
ORD00371,2025-06-16,Tasdik Usamah,tebingtinggi,Realme 11 Pro,realme,1743334,3,5230002,Transfer Bank,5,Terkirim
ORD00372,2025-06-23,H. Asman Megantara,PEKALONGAN,OPPO A57,OPPO,13851031,2,27702062,E-Wallet,3,Dalam Pengiriman
ORD00373,07-14-2025,Siska Mustofa,Solok,Galaxy S23,Samsung,5131304,1,5131304,COD,,Terkirim
ORD00374,2025-04-28,"Cut Yessi Prayoga, S.Ked",Sungai Penuh,OPPO Reno10,OPPO,16139773,3,48419319,Kartu Kredit,5,Terkirim
ORD00375,2025-03-13,Jais Kusumo,meulaboh,Vivo Y27,vivo,13747665,2,27495330,Transfer Bank,4,Terkirim
ORD00376,07-21-2025,Hardana Irawan,cirebon,Redmi Note 12,xiaomi,15542345,3,46627035,Transfer Bank,4,Terkirim
ORD00377,2025-07-23,Wakiman Dabukke,Magelang,Galaxy A14,,1,1,15965299,Kartu Kredit,4,Terkirim
ORD00378,2025-02-25,Drs. Padmi Rajata,pangkalpinang,Redmi Note 12,xiaomi,15542345,1,15542345,E-Wallet,,Terkirim
ORD00379,2025/05/10,Paramita Aryani,Kota Administrasi Jakarta Barat,Realme C55,Realme,6183710,3,18551130,Transfer Bank,3,Terkirim
ORD00380,2025-04-26,Dr. Betania Tampubolon,Cimahi,Poco X5,Xiaomi,9263873,2,18527746,E-Wallet,4,Terkirim
ORD00381,2025-04-24,Enteng Siregar,MOJOKERTO,Galaxy A14,SAMSUNG,15965299,3,47895897,Kartu Kredit,4,Terkirim
ORD00382,2025-06-29,"R.A. Natalia Widodo, S.Gz",TERNATE,Vivo V29,VIVO,8682500,3,26047500,Transfer Bank,5,Terkirim
ORD00383,07-11-2025,Dr. Shakila Nainggolan,tual,iPhone 14 Pro,apple,9443827,3,28331481,Kartu Kredit,4,Terkirim
ORD00384,2025/05/16,Viman Iswahyudi,Bukittinggi,OPPO A57,OPPO,13851031,3,41553093,COD,5,Terkirim
ORD00385,2025-07-19,KH. Gara Hardiansyah,Bukittinggi,Poco X5,Xiaomi,9263873,,18527746,Transfer Bank,3,Terkirim
ORD00386,2025/07/10,"Hasan Namaga, M.Pd",Surakarta,OPPO Reno10,OPPO,16139773,3,48419319,E-Wallet,4,Terkirim
ORD00387,07-13-2025,Dr. Ika Mulyani,Banda Aceh,Vivo Y27,Vivo,13747665,3,41242995,Transfer Bank,1,Terkirim
ORD00388,2025-04-16,Nadine Puspita,Solok,Vivo V29,Vivo,8682500,1,8682500,E-Wallet,3,Terkirim
ORD00389,2025-06-19,Dt. Vinsen Sitorus,Gorontalo,Galaxy S23,Samsung,5131304,1,5131304,E-Wallet,4,Terkirim
,2025-05-07,"Parman Wulandari, M.Farm",Balikpapan,Galaxy S23,Samsung,5131304,1,5131304,Transfer Bank,5,Dalam Pengiriman
ORD00391,07-19-2025,Daruna Farida,bau-bau,Realme 11 Pro,realme,1743334,1,1743334,COD,2,Terkirim
ORD00392,2025/05/01,Suci Saefullah,Mojokerto,Vivo Y27,Vivo,13747665,2,27495330,COD,4,Terkirim
ORD00393,2025-04-11,,Tanjungbalai,Realme C55,Realme,6183710,2,12367420,COD,5,Terkirim
,2025-04-26,R. Oni Utami,Pekanbaru,Realme 11 Pro,Realme,1743334,3,5230002,Kartu Kredit,3,Terkirim
,2025/02/15,Yuliana Palastri,MATARAM,Realme C55,REALME,6183710,1,6183710,Transfer Bank,4,Terkirim
ORD00396,2025/05/06,Anita Kurniawan,Samarinda,OPPO Reno10,OPPO,16139773,2,32279546,Transfer Bank,4,Terkirim
ORD00397,01-25-2025,"drg. Indah Agustina, M.TI.",Tebingtinggi,Vivo Y27,Vivo,13747665,1,13747665,E-Wallet,4,Terkirim
ORD00398,2025-05-21,Calista Novitasari,Padang Sidempuan,Galaxy A14,Samsung,15965299,3,47895897,Transfer Bank,3,Terkirim
ORD00399,2025/06/21,"R.A. Wulan Simanjuntak, M.M.",bogor,Galaxy S23,samsung,5131304,3,15393912,Kartu Kredit,3,Terkirim
ORD00400,06-01-2025,Jessica Permadi,Prabumulih,Poco X5,Xiaomi,9263873,3,27791619,Transfer Bank,5,
ORD00401,2025/07/23,Jasmin Kusumo,Dumai,Galaxy S23,Samsung,5131304,2,,Transfer Bank,4,Terkirim
ORD00402,2025/05/09,Johan Mayasari,Bukittinggi,Redmi Note 12,Xiaomi,15542345,2,31084690,Transfer Bank,1,Terkirim
ORD00403,2025-04-01,"Jasmani Fujiati, S.E.I",Pariaman,Vivo V29,Vivo,8682500,2,17365000,Transfer Bank,5,Dalam Pengiriman
ORD00404,2025-07-19,Faizah Purwanti,Sawahlunto,Redmi Note 12,Xiaomi,1,1,15542345,Transfer Bank,1,Terkirim
